#name	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"
"152"	1.61	1.078	-0.94253	-0.34516	0.48076	-0.1782	-0.213814	1.57	0.084333	-1.209	-1.962	0.17102	0.09538	-0.147384	-0.021902	-0.10898	0.12544	-0.104593	0.256186	0.570186	0.352915	-0.85066	0.55099	-0.9225	-0.05007	0.402189	1.032	-0.61773	0.2897	-0.488842	-0.6761	0.4798	2.316	-2.703	1.759	1.682	1.343	1.279	-0.369	0.895	1.523	-3.304	-2.074	3.239	-3.885	-0.9621	0.9659	-0.1576	-2.387	-0.4055	-0.2485	-0.6221	1.017	0.02083	-0.41398	0.2235	-0.5151	1.411	-2.132	0.9081	-2.831	3.329	0.3993	0.9367	0.6443	-1.503	-0.6176	0.2932	1.327	-4.005	3.563	-3.897	0.01402	3.412	0.6357	1.441	2.83	-2.729	1.197	-4.74	2.024	-4.425	-1.174	3.17	-1.506	2.327	-4.157	-3.415	0.7385	3.013	-0.76223	-1.24	1.582	4.638	2.745	2.97	2.492	0.5893	-0.9108	-5.091	3.994	-2.842	-2.303	-0.2397	1.383	0.3273	-3.782	0.3376	0.1594	-0.506	-0.3722	2.314	-2.995	0.6869	-0.80876	0.1239
"153"	0.1412	1.297	0.30011	0.14748	-0.5456	-0.6723	-0.4825	1.341	-0.6836874	-0.1443	-0.3935	0.22455	0.10219	0.166523	0.241325	-0.334596	-0.1799193	0.01122	0.137216	0.09663	0.2908	-0.047877	-0.7129	-0.803	-0.1415	-0.145632	0.8299	-0.6636	0.6732	-0.570949	-0.4755	-0.03267	2.243	-0.4299	1.495	1.424	0.8997	1.059	-0.08551	0.8585	0.4716	-1.298	-1.348	1.377	-2.647	-0.32120506	0.6284	-1.069	-1.637	-0.372	-0.665	-0.6746	0.0233	-0.472345	-1.53951	-0.412722	-0.51639	-0.71016	-0.7787	-0.1144	-0.08694	1.634	-0.5521	0.8972	0.5288	-0.2707	-0.8991	-0.03037	0.3994	-1.608	2.022	-1.443	0.2145	2.194	-0.08386	0.6527	1.281	-1.24	0.3805	-1.481	0.6805	-1.543	-0.7737	1.626	-0.6221	1.168	-0.4845	-1.377	0.2999	1.672	-1.351	-0.81	0.2554	2.935	1.497	1.56	1.267	0.2767	-0.8494	-1.218	2.782	-0.8916	-0.5171	-0.7882	0.6548	0.01873	-1.354	0.269	-0.5271	-0.5755	-0.4258	1.248	-1.843	-0.2726	-2.045	-1.199
"154"	2.142	2.176	-0.7137	-0.22447	0.392681	-2.142	-1.48	2.246	-0.3283	-0.958	-0.0582	0.36578	0.51262	0.500543	-0.727	-0.9395	0.0431307	-0.64215	0.274066	0.50562	0.8723	-0.242757	0.491743	-0.6304	0.7701	-0.9701	1.604	-2.243	0.9989	-1.639	-0.3319	0.03395	2.43	-1.235	1.785	1.632	1.108	1.595	0.1551	1.395	0.9182	-1.142	-1.259	2.038	-1.756	-0.8639	0.817	-0.8279	-2.3	-0.6673	-0.0494	-0.08996	1.381	-0.07202	-1.765	-0.2434	-0.902	0.6685	-1.485	0.4502	-1.082	2.183	0.3265	1.086	0.5005	-1.589	-0.7304	-0.7151	0.8126	-1.848	2.215	-1.297	-0.1373	1.99	-0.01564	1.181	1.862	-0.7924	0.6927	-1.329	1.354	-0.8972	-1.267	2.562	-0.8339	1.579	-1.972	-2.078	0.08313	2.104	-1.833	-0.9328	0.4417	3.113	1.784	1.387	1.402	0.5659	-0.4292	-1.62	2.457	-1.13	-1.934	-1.418	0.6871	0.01595	-2.052	0.4662	-0.1399	-0.4803	0.2245	1.955	-2.894	0.4996	-2.709	-0.6774
"155"	2.354	0.1514	1.386	0.10613	-0.59964	0.1069	-0.601307	-0.02057	-0.566059	-0.3362256	-1.25322	0.06977	-0.01783	0.27161	-3.096	-3.065	-0.191409	0.41298	1.285	-0.275832	2.131	0.202233	0.9543	-1.218	1.971	-1.34	-0.6698	-1.031	-1.843	-0.8902	-2.163	-0.5924	1.944	0.8904	1.865	1.72	1.755	1.428	-0.3672	-0.09624	0.32509	-0.219207	-0.0936	1.649	0.5364	0.5547	-0.4313	0.04072	-0.4332	0.5763	-1.161	-1.6	1.753	-0.3604	-0.219729	1.907	-0.02539	0.04641	-3.47	0.4849	-2.766	0.5418	-0.65023	0.7795	-1.43	0.3335	0.2692	1.271	0.2793	-3.356	1.406	-2.25	0.6244	0.6692	1.206	0.9526	1.721	-2.61	1.699	-0.1585671	0.9974	-2.064	-0.2157	2.293	1.646	2.094	-0.61052	-2.512	1.462	1.515	-0.0408	-0.03407	0.7114	0.02849	-0.03419	1.292	-0.8129	0.2196	-0.2035	1.4	-0.04626	-1.403	-0.6102	-1.129	-0.4682	1.104	-2.542	0.7839	0.5828	-1.712	1.317	0.4353	-0.8067	1.957	-4.983	-1.874
"156"	2.632	0.6024	2.829	-1.975	-0.8734	0.9179	-1.9	-0.7353	-0.580799	-0.2441	-0.4883	0.00783	0.00763	0.16727	-2.274	-2.027	0.2579	1.546	0.79303	-0.240772	3.015	0.25219	1.589	-1.406	2.137	-0.839233	-0.9283	-0.7308	-1.588	-3.383	-0.3767	-0.3548	2.226	1.184	1.746	2.028	1.796	1.674	2.066	2.278	-1.066	-2.472	-1.64	0.432178	-0.00401	0.01527	-1.063	-0.2577	0.5833	0.9059	-0.8992	-1.37	1.179	-0.2508	0.018341	1.919	0.7372	0.23693	-3.23	0.8354	-4.021	1.264	-0.59992	0.745	-1.487	0.8271	0.3808	1.336	0.3903	-3.145	1.666	-2.43	0.3834	0.7812	1.029	1.07	2.039	-2.557	1.48	-0.4571	0.8954	-2.035	-0.05475	2.073	1.274	2.352	-2.574	-1.994	1.271	1.576	-0.3825	0.03892	0.9833	0.4815	-0.1542	1.349	-0.5919	0.4446	-0.1995	1.601	0.4847	-0.9857	-0.02222	-1.066	-0.3263	0.6726	-2.686	0.8539	0.6088	-1.936	1.092	0.2683	-0.4477	2.366	-6.815	0.21184
"157"	2.655	0.967	2.474	-1.381	-1.249	1.532	-1.492	-0.2147	0.01918	0.09046	-1.098	0.001137	-1.538	1.401	-2.544	-2.5	0.5505	-0.2287	2.456	-0.3149	3.211	-2.094	1.9	-1.257	2.554	-1.45	-0.4554	-0.8979	-1.748	-3.173	-0.5439	-0.538	1.797	0.8568	2.148	2.075	2.003	1.569	2.039	2.105	-0.6638	-2.06	-1.595	1.895	0.1968	0.6291	-0.7419	0.03911	0.2142	0.03471	-1.028	-0.2326	2.354	0.151	-3.142	2.215	0.568	-0.2745	-3.65	1.188	-3.6	1.115	-1.388	1.169	-1.9	0.9089	0.2836	1.691	0.4199	-3.051	2.061	-2.103	1	1.235	1.576	1.294	1.704	-2.814	1.8	-0.1305	0.329	-2.795	-0.1971	2.569	1.477	2.378	-2.622	-3.144	1.244	1.439	-1.164	0.5215	1.514	0.4331	0.2374	1.584	-0.8673	0.1482	-0.1129	1.575	-0.1367	-1.483	-0.2506	-1.048	-0.7266	0.6092	-2.592	0.3005	1.054	-2.066	0.6748	0.6309	-0.4781	1.441	-3.872	-1.289
"158"	-0.045963	1.679	0.007278	0.9096	-0.3283	0.467	-0.4913	-0.5602	-1.168	-0.5352	-2.016	0.09264	-0.07269	0.178744	0.1439	-0.9106	-0.176146	0.84107	0.356605	0.142352	0.88686	-0.419387	-0.076439	-0.6598	-0.4203	-1.271	-0.9019	-0.8404	-1.367	-0.6188	-1.457	-1.789	-1.187	-0.5177	-0.197	-0.7672	0.5709	-0.4307	0.007714	0.9257	0.2818	0.2832	0.3975	1.204	1.174	-0.5963	0.3926	0.6877	0.6967	0.5473	0.6122	1.219	2.366	-0.77693	-0.834367	0.09921	-1.488	-0.15895	-0.3334	1.434	0.2843	0.5377	0.3141	0.4424	-0.07293	-0.2615	0.7002	0.5138	-0.06541	0.2467	0.5462	-0.5602	0.3106	0.9055	-0.8837	0.3729	-0.63	-0.5725	-0.1414	-0.5218	0.6237	-0.8062	-0.2485	1.249	-1.022	1.44	-0.7463	-0.4668	0.005089	-1.595	0.5588	0.5682	0.5276	-0.2402	1.592	-0.4945	-0.3496	0.3249	-0.1472	0.7941	1.164	0.402971	-0.9019	0.335	-0.491	-0.1921	1.125	0.1772	-0.287	0.04267	0.09043	0.01561	-0.9574	-0.50607221	0.0698	-1.278
"159"	1.554	-0.2966	-0.2428	0.005485	0.6686	0.6429	-0.4794	0.29476	1.019	-0.9981	-1.513	-0.06924	-0.2215	0.8121	0.04981	-0.3047	0.0684997	0.54951	0.850486	0.44531	0.330348	0.524173	0.488501	-0.4052	-0.1038	-2.02	-0.4413	-0.6618	-0.887	-3.512	0.5253	-1.438	1.128	-0.5881	1.369	-0.06167	1.087	0.6489	1.711	1.869	-0.08165	-0.4083	1.12	1.469	-0.4761	-0.6068	-0.04579	-0.5288	-0.6057	0.2078	-0.8672	0.1062	1.407	-0.1089	-0.5738	2.601	-0.8229	-1.451	0.4881	1.87	0.007841	0.9143	-0.8154	-0.468	-0.7864	0.1851	0.05072	-0.475	-0.5082	0.3639	0.8364	-0.144	-0.4122	0.7587	-0.3325	0.5431	1.038	-0.9983	0.1808	-0.1126	0.2689	0.265	0.1797	0.2136	-0.5637	-0.08873	0.09892	-0.3366	-0.4827	-0.1309	-0.02398	-0.5126	0.2368	0.675	-0.2127	0.3237	0.1036	-0.2339	-0.04601	-0.1257	0.02921	0.1638	-0.3077	-0.3228	0.3282	-0.3179	-0.2999	0.0464	0.06825	-0.01513	0.2746	-0.2522	0.4888	-0.1483	-0.266	0.1848
"160"	1.561	-0.9405	0.90326	1.028	1.37	1.559	0.9758	-2.055	-0.96888	-0.480301	-0.7032	0.9247	-0.13281	0.567623	-0.109132	-1.162	0.0549427	-0.01823	0.705095	0.206853	0.112511	0.66987	0.329922	0.4722	0.7766	-0.8986	0.6511	-0.2854	0.9704	-1.953	-1.152	-1.883	-1.228	0.1043	1.273	-0.2403	-1.325	0.4793	0.9147	2.24	-0.6422	-0.8099	1.141	1.724	-0.6367	-1.771	-1.078	-1.049	0.2477	0.3212	-0.8378	0.5386	1.465	0.2785	-1.004	2.734	0.60856	0.2851	0.6215	1.127	0.02624	0.7587	-0.954	-0.7876	-0.778	0.1655	0.154495	-0.1609	-0.3511	-0.366	1.361	-0.42	0.3089	2.011	-0.8924	2.048	0.004256	-0.9162	0.08593	-2.36	1.179	0.3431	0.3648	1.252	0.3753	0.6964	0.622	-0.3665	0.3614	1.207	-0.3349	-0.3355	-0.8701	-0.3829	-0.1166	0.1678	0.3690214	-0.1648	-0.6369	-0.6736	-0.0817	-0.3301	-0.2326	-0.9938	0.1273	-0.0508	-0.1439	0.7335	-0.8777	-0.596	-0.02328	-0.5711	-0.08569	-0.447	-0.785425	-0.142711
"161"	-0.3426	-0.1447	0.3582	0.1675	0.4346	2.707	0.05963	-0.7484	0.4436	-0.17112	-1.351	0.12938	0.44316	0.085979	0.0868	-0.6367	-0.290873	0.96587	0.499715	-0.255625	0.53802	0.0675412	-0.37515	-0.6239	0.4126	-1.114	0.186	-1.973	-2.633	-1.036	-1.596	-1.459	-1.136	0.9052	0.7929	0.5446	-0.7002	1.45	0.9336	1.136	0.3747	0.09204	0.3314	-0.05353	0.2803	-0.5655	-0.2955	-0.7365	0.7226	0.1751	1.003	1.4	1.076	-0.3065	0.3235	1.291	-0.8476	-0.36	-0.06756	0.4267	0.08716	0.1476	0.415	-0.4207	-0.3331	0.6854	1.064	0.365695	-0.3274	-0.03327	0.2522	-0.2272	0.2047	0.3915	-0.1486	0.8559	-0.628	-0.3554	0.007689	-0.3458	-1.05	0.04086	0.2686	0.9744	-0.4709	0.7731	-0.1072	-0.6207	0.141266	-0.5661	-0.2771	0.2133	-0.3533	-0.009184	0.7951	0.3236	0.2084	-0.06106	-0.4152	-0.2008	-0.1859	-0.2564	0.02912	-0.246	0.05408	-0.515	0.6509	0.2032	-0.0519	0.2367	0.7395	0.2297	-0.562944	-0.97217221	-0.1555	0.202679
"162"	0.631	0.5019	0.4867	1.128	0.4451	1.973	0.4692	0.3962	-0.799571	-1.9	-1.59	-0.070156	0.0041075	0.82694	-0.4446	-1.892	-0.052551	0.76314	0.87918	-0.09438	-0.070827	0.76088	0.67559	1.084	0.9085	-1.35262	0.5039	-0.9956	-1.457	0.26	0.3455	-3.798	0.683	1.45	0.359429	1.024	-1.725	-0.2867	0.4855	0.8835	-0.4954	0.3619	0.007297	-0.1066	0.1802	-1.308	-1.011	-1.068	0.9365	1.533	0.539	1.087	0.7973	-0.6926	0.19456	0.53738	0.675737	-0.100949	-0.9637	0.3416	0.1729641	0.0645	-1.089	0.194491	0.3929	-0.2497	0.019215	0.5106	-0.6937	-1.088	0.5929	-1.047	-0.04262	1.081	-1.773	1.948	-0.3663	-0.9557	0.9614	-1.375	0.4064	-0.4615	0.05527	1.995	-1.075	1.827	-1.131	-1.53	-0.03818	-0.3164	0.6666	-0.4961	-0.1546	-0.5195	0.5408	0.08224	0.1641	0.05862	-0.1385	-1.625	-0.08026	0.4623	1.427	-1.152	0.6988	-0.7974	1.29	-0.1431	-1.081	0.2384	-0.2998	0.7423	2.632	0.15826	-0.13489	0.404047
"163"	0.06589	-0.9052	1.382	0.129	0.8841	1.152	-0.06086	-2.107	0.8791	-0.5347	-0.02386	-0.1777	0.10157	0.21761	0.2273	-0.3582	-0.179574	1.18965	0.781835	0.00847	0.43924	0.1102012	-0.39053	0.1132	-0.003336	0.7715	1.232	-0.1294	-0.8875	-1.098	-0.7073	-1.545	-2.01	0.4743	0.408	0.5828	-2.363	-1.564	1.295	0.50366	-0.07222	0.5111	0.2345	1.207	0.6004	-1.149	-1.362	0.5306	1.457	0.2772	1.17	1.029	1.561	-0.7724	0.1496	1.023	-0.1035	-1.308	0.5596	0.1498	-0.2357	0.2577	-0.1569	-0.1476	-0.8859	-0.2635	1.172	-0.05588	-0.6541	0.704	1.399	-1.031	1.046	1.212	-0.8504	2.167	-0.9687	-2.016	0.3989	-0.4645	-0.17	-0.4239	-0.4762	-0.08931	0.170106	0.7044	-0.513	-0.6384	1.292	-1.374	0.08412	0.9265	-0.01406	-0.2329	0.6514	-0.2972	0.4417	0.5682	-0.3199	0.4444	0.9173	0.2989	1.315	-0.09374	0.1673	-0.3848	0.8302	-0.9535	-1.362	-0.661	-1.256	-0.2691	-0.046074	-0.66096	0.03412	0.381059
"164"	1.441	1.481	1.14	1.07	0.5384	1.016	-0.4685	-0.3825	-1.892	-0.04733	-1.515	0.205537	-0.9057	0.127595	0.7616	-1.145	-1.197	-1.749	0.834786	0.1633	2.106	-1.175	-0.4079	1.165	0.5117	-3.152	-0.2719	-0.2194	-0.8926	0.2062	-1.678	-3.266	-1.487	-1.899	0.864	1.649	-0.03115	1.084	1.159	0.3387	0.7128	-0.06786	0.2105	-0.4154	0.6894	-0.097472	-0.7194	0.1466	-1.222	-0.6748	0.7362	0.4816	1.168	0.5436	-0.13238	0.6972	0.1305	-0.079647	0.4255	1.823	0.7203	-0.1483	0.5641	-0.9626	-0.937	2.112	-0.09487	2.289	-0.846	0.5821	1.976	0.2802	-1.015	1.576	-1.445	1.873	-0.8886	-0.633	0.8401	-0.9184	-0.2678	-0.4427	0.679	0.3398	-0.1705	-0.09348	-0.02284	-0.06331	-0.9255	-0.9187	0.4083	-0.5874	1.756	0.6442	-0.6835	-0.198	0.5488	0.3693	-0.7638	-0.9305	0.5625	0.248	1.251	-0.6316	0.1795	-0.8606	-1.129	1.125	-0.8985	0.3921	0.4359	0.1651	-0.834	-1.67678	-2.437	0.08401
"165"	0.3985	0.4614	1.215	-0.8984	-3.22	1.25	-0.4163	0.29108	-0.137183	1.157	-2.195	0.205224	0.1829575	0.486463	-0.0661	0.6584	-0.004189	-0.23407	0.467205	-0.527828	0.209201	0.8103502	0.49138	0.1923	0.04074	-5.373	-0.5658	-0.3933	0.8375	0.3143	-0.4702	-1.105	-0.0917	0.4584	0.7141	1.261	0.1949	1.023	1.054	0.66366	0.2018	0.3162	0.04857	0.2837	-0.2686	0.2697	-0.1293	-0.08328	0.3618	1.179	0.1553	-0.5983	0.3846	-0.4874	-0.7323	0.6673	-0.1114	-0.277267	-0.01138	0.4919	-0.2947	1.149	-1.053	0.1455	-0.4949	0.4666	0.05322	0.2421	0.2509	0.122	0.2975	0.2151	0.2199	0.6548	0.4356	0.06718	-0.5157	-0.1902	-0.1171	0.5655	0.425	-0.055659	0.1148	0.8487	0.04735	0.5654	-0.553	-0.5885	0.04739	-0.2178	0.2241	-0.1195	-0.2751	-0.05094	-2.222	-0.0252	0.1857	0.1502	0.1491	-0.0176	-0.1347	-0.4511	0.4414	-0.04974	0.2423	0.07321	0.07915	0.0715	-0.8007	0.152	-0.1093	0.01691	0.4081	-0.31202	-0.4419	-0.02514
"166"	0.4457	0.7896	1.012	-0.1342	-1.615	0.3301	-0.04008	0.3289	0.5269	0.2401	-1.619	0.315774	0.4149775	0.69825	-0.0139	-0.6204	0.3872	-0.6231	0.64093	-0.9352	0.9994	-1.124	1.411	-0.251898	0.7745	-0.6577	0.3179	0.4384	-0.5677	-0.701	-0.3935	-1.839	1.682	-1.572	0.8838	0.8746	-0.1623	0.2541	0.8955	0.7675	-0.8814	0.41	-0.1587	0.6634	-0.0918	-0.5215	-0.6235	0.7795	-0.01948	0.9891	0.445	-0.2355	0.9243	0.04239	0.3184	1.242	-0.9636	0.07791	-0.7716	0.9416	-1.212	0.8945	-1.111	-1.012	-1.522	0.8843	-0.484	0.3388	0.3495	0.6396	0.7591	-1.706	-0.0524	0.9154	-0.1097	0.5678	-2.22	-0.7465	1.174	0.4071	0.7997	-1.495	1.173	0.7513	-0.245	0.428831	-0.88828	-0.5448	0.394	-0.1042	-1.124	0.4231	-0.09742	-0.6243	-2.252	0.7785	0.5393	-0.1282	-0.2753	0.221	0.215	-0.3675	0.567	-0.2851	-0.122	0.8639	-0.2822	0.5961	-1.699	0.8006	-0.2066	-0.05544	0.7295	0.5465	-0.5743	0.7675
"167"	0.8647	-0.7594	2.616	-0.1960793	-0.6134	1.095	0.9249	0.118196	-0.067572	-0.1854856	-3.573	0.3788	0.88854	0.289886	-0.2429	-1.386	0.155071	0.7832	0.431105	-0.348865	0.86017	-0.4101498	0.09687	-0.1660297	2.179	-0.4935	1.059	-0.083403	-0.335455	-0.13735	0.8558	-0.50121	-1.797	-2.006	0.6871	2.722	-0.2851	2.043	0.97073	-0.8482	-0.5151	-0.7678	-1.169	1.591	1.271	0.6907	-1.57	-2.489	-0.4552	-0.2287	0.03826	-0.399842	1.818	-0.1193434	-0.000248	0.47502	0.26725	0.220153	0.09863	2.742	-0.2767	1.131	-0.6189	-1.698	-3.032	0.3026	-0.9778	1.103	-0.6184	-0.4963	2.103	0.3808	-0.8384	2.167	-0.7067	-0.3381	-0.135	-1.425	-1.208	-0.3658	1.431	-0.9772	-0.02777	1.612	-1.49	1.718	-0.7963	-0.3798	-0.5279	-1.151	1.935	-1.346	0.08263	-0.9502	-0.6969	0.6545	-0.2136	0.1949	0.3638	1.593	2.507	-0.6964	-0.9949	1.026	-0.171	-0.7471	1.986	0.9172	0.02404	0.09266	-1.972	-0.8884	0.6456	-0.19844	-1.556	-0.8504
"168"	0.8376	-0.6355	2.641	-1.591	-0.54512	0.626	0.4888	2.04	-2.344	-0.2139156	-1.649	-0.1893	0.77302	-0.04773	0.629	-0.005523	0.137551	0.77298	0.552385	-0.327585	0.68944	-0.2808988	0.07512	-0.0538797	1.208	-1.923	1.802	-1.255	-0.415815	0.8548	-0.3328	-0.41336	0.6658	-3.371	0.1605	2.534	-0.6956	1.595	0.2263	0.6263	0.28390469	-0.9693	-0.9969	1.243	1.197	2.062	-3.077	-2.875	1.187	-0.05119	0.6837	-0.418892	2.165	-0.1312034	-0.0088007	0.419468	0.2322	-0.8754	0.8451	1.283	0.07883	1.817	-0.2674	-1.79	-1.186	1.047	-3.617	0.8063	-0.1389	0.02219	2.643	-0.3767	-0.7538	2.76	-0.8002	0.7114	0.2925	-2.629	-0.4438	0.3807	0.2732	-0.1427	0.3931	2.633	-1.14	1.192	-0.6368	-0.03424	-0.4644	-1.04	1.05	-1.207	-0.5689	-0.5587	-1.155	0.295	-0.1845405	0.6574	0.9063	1.029	2.194	-1.44	-0.2744	0.5795	-0.4645	-0.7566	2.821	0.06271	-0.5804	0.4062	-5.357	-1.144	-0.65922	-0.13564	0.07343	0.125549
"169"	-0.1916	3.024	1.58	-0.4026	-0.1225	0.1668	-0.3084	-0.8214	-0.5105	-0.07318	-0.4784	-0.7805	-0.4946	0.1361	-0.2082	-0.5247	-1.333	0.5776	0.314426	0.09247	1.02	-1.369	-0.8528	-0.5265	1.365	-0.2903	-0.6616	-0.3541	-1.165	-1.993	0.6869	-0.6602	1.361	-1.104	-0.1098	2.162	0.02212	1.668	0.952	0.155	-0.463	-0.1616	-0.2302	1.399	-0.2854	0.1959	-0.8351	-0.7421	0.876	0.4295	-0.007553	0.2559	1.857	-1.825	-1.917	1.378	-1.857	0.04649	-0.1472	0.4461	0.02853	1.817	0.3523	-0.7793	-0.9407	0.5377	-0.8886	0.3392	0.471	-0.05694	1.991	-1.12	-0.798	1.555	-1.415	0.6263	-0.2996	-0.9021	0.352	-0.3224	2.607	-0.6578	-0.2391	1.82	-0.4366	0.2885	-0.7799	-0.4894	-0.5185	-0.6107	3.082	-0.2974	1.717	-0.1639	-0.9205	-0.8491	-1.052	-0.4957	-0.6548	1.044	3.035	-1.441	0.2584	-0.1917	-0.3246	1.123	-0.6708	0.3806	-1.146	-0.2589	-0.06719	-1.048	-0.3291	1.338	-2.894	-0.5781
"170"	2.319	3.179	1.704	-3.992	-0.52975	1.624	-1.587	-0.1125	-0.407068	-0.1208956	-3.358	0.28047	0.38484	0.112123	-0.6733	-1.078	-0.000182	0.61315	0.68679	-0.13134	1.081204	0.01447	0.51922	0.382	1.38	-1.746	-1.641	-1.136	-2.801	-0.3664	0.3654	-2.005	0.443	-1.581	1.852	2.454	-0.3004	1.489	1.351	-0.5375	-1.061	-0.5861	0.6723	2.017	-0.05186	0.5224	-0.6446	-2.069	1.521	1.066	-0.272	-0.5186	2.557	-0.2901994	-0.01604	2.048	-0.3207	0.2791032	-1.475	2.141	-0.02297	2.159	-0.7662	-1.898	-1.003	0.4852	-2.471	0.8199	0.7796	-0.2903	2.347	-1.133	0.2647	2.959	-2.285	-1.991	0.688	-2.276	0.1677	-1.696	1.92	-0.6181	0.2726	2.184	-1.066	2.457	-1.281	-1.523	1.346	-1.041	1.897	-2.443	2.558	-0.1992	-2.075	-0.05144	-0.4355	0.2989	-1.234	2.215	2.035	-3.476	-2.183	1.657	-0.1039	0.907	2.196	1.108	-0.4109	-0.3873	0.004488	-0.2543	-0.8464	1.352	-2.663	-0.4704
"171"	0.6343	1.958	-0.9589	-2.269	-0.4205	1.248	-0.4694	1.34	1.876	2.176	-0.39691	-1.017	-3.089	-1.394	0.9727	1.107	0.16603	-0.7294	0.045146	0.088187	0.354088	-0.464627	-0.4358	-0.5378	-1.415	-1.092	-1.143	-2.441	-0.8195	1.23	-0.9183	-1.487	-0.4718	-0.6247	0.25	-0.3323	-1.652	1.845	0.3397	1.029	1.054	1.746	0.4095	0.4466	-0.002628	0.01965	-0.03237	-0.6604	0.6587	0.6762	1.937	0.22806	0.6285	-0.9234	-2.563	0.6022	-2.118	-0.07392	1.364	2.451	0.4643	2.185	0.3441	-0.4566	-0.5159	1.092	-0.4899	-0.198	-0.4233	1.053	2.266	0.4019	-1.928	2.691	-1.253	-0.536	-0.9739	-1.418	-0.07122	0.9243	1.867	-0.3831	0.2377	0.08653	-0.4148	-0.01479	-0.4571	0.5124	-0.4568	-0.929	0.536	-0.7147	0.3858	-0.2981	-0.4348	-0.5114	0.5805	0.179	1.603	-0.3738	1.675	-1.225	0.000205	-0.2059	0.001167	-0.2929	0.655	-0.9887	-1.065	0.5308	-0.4784	0.05275	-0.5653	0.2207	0.04794	0.1037
"172"	2.648	-1.223	-3.352	-1.329	-3.103	4.312	-0.1579	2.412	0.299381	1.546	-2.051	0.232	-0.4701	-0.9944	-0.2987	2.101	0.4694	-0.1549	0.270912	0.404704	3.388	-0.046891	0.5157	-1.428	-1.827	-4.505	-0.2015	-2.717	-1.721	-0.8584	-2.488	-2.234	-2.675	-3.38	1.068	-1.517	-1.74	6.428	2.749	0.1811	2.805	3.701	-0.6901	2.178	-1.092	1.619	-1.773	-2.007	1.592	1.538	6.552	1.339	0.7819	-0.716	-3.087	0.6546	-1.682	3.097	-0.389	0.3392	-0.8763	4.739	-0.8875	0.2638	-0.8715	0.5249	-0.7864	-0.4139	0.02291	0.999	2.001	-2.736	-1.25	4.458	-2.43	-1.288	-2.12	-1.75	-1.268	2.638	1.509	-1.55	-0.02515	3.307	-1.403	3.783	-2.271	-1.248	2.057	-1.014	-1.594	-2.551	2.599	0.5931	-1.335	-2.462	0.06871	3.741	2.04	-1.968	1.211	-1.353	-1.87	0.7573	1.27	0.04223	0.6162	0.4495	-1.661	1.928	-0.8013	1.274	-2.39	1.2481568	1.384	-0.05775
"173"	2.318	-0.8916	-1.65	-2.206	-0.372961	4.404	-0.7863	0.878258	1.22	1.263	-1.919	-1.133	0.362509	-0.6178	-0.2541	2.095	0.27491	0.06028	0.374592	1.773	2.94	-0.052713	-1.827	-0.7306	-1.967	-3.09	-0.06572	-3.031	-1.873	-0.4946	1.561	-2.831	-3.153	-3.903	1.362	-1.735	-2.245	6.378	2.964	2.407	3.187	4.033	-0.5563	2.476	-0.5954	2.492	-1.763	-2.133	0.1379	-0.4476	6.636	1.545	1.468	-1.674	-5.281	0.6054	-2.685	2.867	-1.19	0.599	-2.306	5.263	-0.3687	0.2446	-0.7438	0.1077	-1.47	-0.6312	0.1756	1.228	2.009	-2.242	-0.5924	4.467	-2.029	-1.768	-2.369	-1.815	-1.062	3.034	2.598	-1.035	0.3375	3.429	-1.561	4.204	-1.85	-1.742	2.263	-1.256	-2.006	-2.488	2.889	0.3287	-1.733	-2.282	0.2624	4.202	2.43	-1.667	0.92	-2.412	-2.647	0.7949	1.57	0.4729	0.8538	0.8202	-1.861	2.719	-0.9906	1.452	0.07867	1.17212	0.022431	-5.419
